Iteration 1, Training loss 0.6931, Training accuracy 0.5534, Validation accuracy 0.7319
Iteration 2481, Training loss 0.0269, Training accuracy 0.9790, Validation accuracy 0.9577
Iteration 2482, Training loss 0.0256, Training accuracy 0.9828, Validation accuracy 0.9580
Iteration 2483, Training loss 0.0783, Training accuracy 0.9382, Validation accuracy 0.9586
Iteration 2484, Training loss 0.1361, Training accuracy 0.8853, Validation accuracy 0.9594
Iteration 2485, Training loss 0.0001, Training accuracy 1.0000, Validation accuracy 0.9596
Iteration 2486, Training loss 0.0042, Training accuracy 0.9982, Validation accuracy 0.9596
Iteration 2487, Training loss 0.0667, Training accuracy 0.9489, Validation accuracy 0.9592
Iteration 2488, Training loss 0.0298, Training accuracy 0.9714, Validation accuracy 0.9586
Iteration 2489, Training loss 0.1084, Training accuracy 0.9186, Validation accuracy 0.9581
Iteration 2490, Training loss 0.1060, Training accuracy 0.9144, Validation accuracy 0.9574
Iteration 2491, Training loss 0.0611, Training accuracy 0.9295, Validation accuracy 0.9560
Iteration 2492, Training loss 0.0218, Training accuracy 0.9872, Validation accuracy 0.9542
Iteration 2493, Training loss 0.0390, Training accuracy 0.9700, Validation accuracy 0.9522
Iteration 2494, Training loss 0.0123, Training accuracy 0.9929, Validation accuracy 0.9499
Iteration 2495, Training loss 0.0935, Training accuracy 0.9217, Validation accuracy 0.9472
Iteration 2496, Training loss 0.0101, Training accuracy 0.9911, Validation accuracy 0.9450
Iteration 2497, Training loss 0.0054, Training accuracy 0.9979, Validation accuracy 0.9426
Iteration 2498, Training loss 0.0473, Training accuracy 0.9594, Validation accuracy 0.9417
Iteration 2499, Training loss 0.0323, Training accuracy 0.9753, Validation accuracy 0.9418
Iteration 2500, Training loss 0.3913, Training accuracy 0.8563, Validation accuracy 0.9454
Iteration 2501, Training loss 0.0614, Training accuracy 0.9493, Validation accuracy 0.9471
Iteration 2502, Training loss 0.0778, Training accuracy 0.9295, Validation accuracy 0.9469
Iteration 2503, Training loss 0.0526, Training accuracy 0.9554, Validation accuracy 0.9452
Iteration 2504, Training loss 0.0194, Training accuracy 0.9826, Validation accuracy 0.9431
Iteration 2505, Training loss 0.0342, Training accuracy 0.9706, Validation accuracy 0.9412
Iteration 2506, Training loss 0.0533, Training accuracy 0.9598, Validation accuracy 0.9413
Iteration 2507, Training loss 0.1101, Training accuracy 0.9049, Validation accuracy 0.9421
Iteration 2508, Training loss 0.0756, Training accuracy 0.9395, Validation accuracy 0.9454
Iteration 2509, Training loss 0.2087, Training accuracy 0.8423, Validation accuracy 0.9492
Iteration 2510, Training loss 0.0589, Training accuracy 0.9497, Validation accuracy 0.9532
Iteration 2511, Training loss 0.0302, Training accuracy 0.9801, Validation accuracy 0.9558
Iteration 2512, Training loss 0.1014, Training accuracy 0.9195, Validation accuracy 0.9571
Iteration 2513, Training loss 0.0042, Training accuracy 1.0000, Validation accuracy 0.9557
Iteration 2514, Training loss 0.0641, Training accuracy 0.9427, Validation accuracy 0.9523
Iteration 2515, Training loss 0.0323, Training accuracy 0.9778, Validation accuracy 0.9477
Iteration 2516, Training loss 0.1579, Training accuracy 0.9152, Validation accuracy 0.9433
Iteration 2517, Training loss 0.1250, Training accuracy 0.9241, Validation accuracy 0.9404
Iteration 2518, Training loss 0.1089, Training accuracy 0.9139, Validation accuracy 0.9390
Iteration 2519, Training loss 0.0757, Training accuracy 0.9584, Validation accuracy 0.9378
Iteration 2520, Training loss 0.0396, Training accuracy 0.9790, Validation accuracy 0.9367
Iteration 2521, Training loss 0.1178, Training accuracy 0.8960, Validation accuracy 0.9374
Iteration 2522, Training loss 0.0614, Training accuracy 0.9560, Validation accuracy 0.9387
Iteration 2523, Training loss 0.1164, Training accuracy 0.9208, Validation accuracy 0.9411
Iteration 2524, Training loss 0.0541, Training accuracy 0.9547, Validation accuracy 0.9430
Iteration 2525, Training loss 0.0849, Training accuracy 0.9264, Validation accuracy 0.9462
Iteration 2526, Training loss 0.1467, Training accuracy 0.8779, Validation accuracy 0.9503
Iteration 2527, Training loss 0.0363, Training accuracy 0.9756, Validation accuracy 0.9532
Iteration 2528, Training loss 0.1198, Training accuracy 0.9074, Validation accuracy 0.9557
Iteration 2529, Training loss 0.1254, Training accuracy 0.9084, Validation accuracy 0.9558
Iteration 2530, Training loss 0.0997, Training accuracy 0.9242, Validation accuracy 0.9536
Iteration 2531, Training loss 0.0694, Training accuracy 0.9572, Validation accuracy 0.9499
Iteration 2532, Training loss 0.1388, Training accuracy 0.8939, Validation accuracy 0.9478
Iteration 2533, Training loss 0.0421, Training accuracy 0.9665, Validation accuracy 0.9457
Iteration 2534, Training loss 0.0009, Training accuracy 1.0000, Validation accuracy 0.9436
Iteration 2535, Training loss 0.1646, Training accuracy 0.9077, Validation accuracy 0.9434
Iteration 2536, Training loss 0.0251, Training accuracy 0.9778, Validation accuracy 0.9437
Iteration 2537, Training loss 0.0322, Training accuracy 0.9729, Validation accuracy 0.9443
Iteration 2538, Training loss 0.0752, Training accuracy 0.9342, Validation accuracy 0.9451
Iteration 2539, Training loss 0.2688, Training accuracy 0.8801, Validation accuracy 0.9473
Iteration 2540, Training loss 0.0329, Training accuracy 0.9748, Validation accuracy 0.9499
Iteration 2541, Training loss 0.0426, Training accuracy 0.9768, Validation accuracy 0.9522
Iteration 2542, Training loss 0.0308, Training accuracy 0.9758, Validation accuracy 0.9542
Iteration 2543, Training loss 0.0650, Training accuracy 0.9469, Validation accuracy 0.9560
Iteration 2544, Training loss 0.0127, Training accuracy 0.9896, Validation accuracy 0.9576
Iteration 2545, Training loss 0.0002, Training accuracy 1.0000, Validation accuracy 0.9584
Iteration 2546, Training loss 0.0601, Training accuracy 0.9492, Validation accuracy 0.9587
Iteration 2547, Training loss 0.0562, Training accuracy 0.9598, Validation accuracy 0.9572
Iteration 2548, Training loss 0.0432, Training accuracy 0.9545, Validation accuracy 0.9550
Iteration 2549, Training loss 0.0942, Training accuracy 0.9139, Validation accuracy 0.9530
Iteration 2550, Training loss 0.0755, Training accuracy 0.9404, Validation accuracy 0.9518
Iteration 2551, Training loss 0.0849, Training accuracy 0.9186, Validation accuracy 0.9516
Iteration 2552, Training loss 0.0442, Training accuracy 0.9645, Validation accuracy 0.9516
Iteration 2553, Training loss 0.0891, Training accuracy 0.9286, Validation accuracy 0.9528
Iteration 2554, Training loss 0.0021, Training accuracy 0.9987, Validation accuracy 0.9540
Iteration 2555, Training loss 0.0046, Training accuracy 0.9969, Validation accuracy 0.9546
Iteration 2556, Training loss 0.0002, Training accuracy 1.0000, Validation accuracy 0.9552
Iteration 2557, Training loss 0.0527, Training accuracy 0.9570, Validation accuracy 0.9555
Iteration 2558, Training loss 0.0682, Training accuracy 0.9497, Validation accuracy 0.9552
Iteration 2559, Training loss 0.0339, Training accuracy 0.9756, Validation accuracy 0.9538
Iteration 2560, Training loss 0.0986, Training accuracy 0.9331, Validation accuracy 0.9524
Iteration 2561, Training loss 0.0454, Training accuracy 0.9671, Validation accuracy 0.9513
Iteration 2562, Training loss 0.0280, Training accuracy 0.9761, Validation accuracy 0.9503
Iteration 2563, Training loss 0.0965, Training accuracy 0.9367, Validation accuracy 0.9504
Iteration 2564, Training loss 0.0389, Training accuracy 0.9601, Validation accuracy 0.9502
Iteration 2565, Training loss 0.0268, Training accuracy 0.9788, Validation accuracy 0.9503
Iteration 2566, Training loss 0.0706, Training accuracy 0.9332, Validation accuracy 0.9508
Iteration 2567, Training loss 0.0276, Training accuracy 0.9788, Validation accuracy 0.9510
Iteration 2568, Training loss 0.0144, Training accuracy 0.9814, Validation accuracy 0.9506
Iteration 2569, Training loss 0.1027, Training accuracy 0.9118, Validation accuracy 0.9503
Iteration 2570, Training loss 0.0698, Training accuracy 0.9510, Validation accuracy 0.9494
Iteration 2571, Training loss 0.1033, Training accuracy 0.8999, Validation accuracy 0.9501
Iteration 2572, Training loss 0.0264, Training accuracy 0.9784, Validation accuracy 0.9512
Iteration 2573, Training loss 0.0452, Training accuracy 0.9521, Validation accuracy 0.9525
Iteration 2574, Training loss 0.0006, Training accuracy 1.0000, Validation accuracy 0.9535
Iteration 2575, Training loss 0.0376, Training accuracy 0.9762, Validation accuracy 0.9543
Iteration 2576, Training loss 0.0263, Training accuracy 0.9781, Validation accuracy 0.9546
Iteration 2577, Training loss 0.0337, Training accuracy 0.9796, Validation accuracy 0.9524
Iteration 2578, Training loss 0.0860, Training accuracy 0.9256, Validation accuracy 0.9508
Iteration 2579, Training loss 0.0705, Training accuracy 0.9454, Validation accuracy 0.9492
Iteration 2580, Training loss 0.0655, Training accuracy 0.9483, Validation accuracy 0.9493
Iteration 2581, Training loss 0.0675, Training accuracy 0.9395, Validation accuracy 0.9516
Iteration 2582, Training loss 0.0075, Training accuracy 0.9908, Validation accuracy 0.9535
Iteration 2583, Training loss 0.0827, Training accuracy 0.9339, Validation accuracy 0.9553
Iteration 2584, Training loss 0.0782, Training accuracy 0.9370, Validation accuracy 0.9558
Iteration 2585, Training loss 0.0875, Training accuracy 0.9230, Validation accuracy 0.9556
Iteration 2586, Training loss 0.0932, Training accuracy 0.9317, Validation accuracy 0.9544
Iteration 2587, Training loss 0.0662, Training accuracy 0.9386, Validation accuracy 0.9524
Iteration 2588, Training loss 0.0511, Training accuracy 0.9548, Validation accuracy 0.9515
Iteration 2589, Training loss 0.0847, Training accuracy 0.9275, Validation accuracy 0.9524
Iteration 2590, Training loss 0.0556, Training accuracy 0.9511, Validation accuracy 0.9538
Iteration 2591, Training loss 0.0629, Training accuracy 0.9489, Validation accuracy 0.9540
Iteration 2592, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9536
Iteration 2593, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9517
Iteration 2594, Training loss 0.0719, Training accuracy 0.9313, Validation accuracy 0.9488
Iteration 2595, Training loss 0.0634, Training accuracy 0.9500, Validation accuracy 0.9440
Iteration 2596, Training loss 0.0393, Training accuracy 0.9644, Validation accuracy 0.9400
Iteration 2597, Training loss 0.0187, Training accuracy 0.9820, Validation accuracy 0.9370
Iteration 2598, Training loss 0.0211, Training accuracy 0.9809, Validation accuracy 0.9361
Iteration 2599, Training loss 0.0490, Training accuracy 0.9591, Validation accuracy 0.9373
Iteration 2600, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9381
Iteration 2601, Training loss 0.0182, Training accuracy 0.9861, Validation accuracy 0.9398
Iteration 2602, Training loss 0.0932, Training accuracy 0.9202, Validation accuracy 0.9433
Iteration 2603, Training loss 0.0570, Training accuracy 0.9533, Validation accuracy 0.9468
Iteration 2604, Training loss 0.0360, Training accuracy 0.9711, Validation accuracy 0.9492
Iteration 2605, Training loss 0.0442, Training accuracy 0.9662, Validation accuracy 0.9503
Iteration 2606, Training loss 0.0133, Training accuracy 0.9889, Validation accuracy 0.9506
Iteration 2607, Training loss 0.0502, Training accuracy 0.9524, Validation accuracy 0.9503
Iteration 2608, Training loss 0.1985, Training accuracy 0.8710, Validation accuracy 0.9493
Iteration 2609, Training loss 0.0174, Training accuracy 0.9936, Validation accuracy 0.9476
Iteration 2610, Training loss 0.0145, Training accuracy 0.9869, Validation accuracy 0.9453
Iteration 2611, Training loss 0.1218, Training accuracy 0.8913, Validation accuracy 0.9462
Iteration 2612, Training loss 0.0751, Training accuracy 0.9365, Validation accuracy 0.9488
Iteration 2613, Training loss 0.1450, Training accuracy 0.9146, Validation accuracy 0.9522
Iteration 2614, Training loss 0.0986, Training accuracy 0.9230, Validation accuracy 0.9559
Iteration 2615, Training loss 0.0383, Training accuracy 0.9667, Validation accuracy 0.9576
Iteration 2616, Training loss 0.0286, Training accuracy 0.9857, Validation accuracy 0.9561
Iteration 2617, Training loss 0.1713, Training accuracy 0.8541, Validation accuracy 0.9507
Iteration 2618, Training loss 0.0542, Training accuracy 0.9605, Validation accuracy 0.9436
Iteration 2619, Training loss 0.1681, Training accuracy 0.8619, Validation accuracy 0.9392
Iteration 2620, Training loss 0.0284, Training accuracy 0.9745, Validation accuracy 0.9352
Iteration 2621, Training loss 0.1396, Training accuracy 0.8826, Validation accuracy 0.9349
Iteration 2622, Training loss 0.0562, Training accuracy 0.9456, Validation accuracy 0.9362
Iteration 2623, Training loss 0.0609, Training accuracy 0.9378, Validation accuracy 0.9363
Iteration 2624, Training loss 0.0466, Training accuracy 0.9592, Validation accuracy 0.9371
Iteration 2625, Training loss 0.0803, Training accuracy 0.9279, Validation accuracy 0.9397
Iteration 2626, Training loss 0.1358, Training accuracy 0.8978, Validation accuracy 0.9435
Iteration 2627, Training loss 0.0632, Training accuracy 0.9534, Validation accuracy 0.9473
Iteration 2628, Training loss 0.2098, Training accuracy 0.8556, Validation accuracy 0.9522
Iteration 2629, Training loss 0.0790, Training accuracy 0.9221, Validation accuracy 0.9548
Iteration 2630, Training loss 0.0893, Training accuracy 0.9421, Validation accuracy 0.9562
Iteration 2631, Training loss 0.0699, Training accuracy 0.9634, Validation accuracy 0.9560
Iteration 2632, Training loss 0.1518, Training accuracy 0.8892, Validation accuracy 0.9526
Iteration 2633, Training loss 0.0298, Training accuracy 0.9806, Validation accuracy 0.9456
Iteration 2634, Training loss 0.1486, Training accuracy 0.8721, Validation accuracy 0.9322
Iteration 2635, Training loss 0.0785, Training accuracy 0.9470, Validation accuracy 0.9204
Iteration 2636, Training loss 0.1101, Training accuracy 0.9152, Validation accuracy 0.9158
Iteration 2637, Training loss 0.0748, Training accuracy 0.9473, Validation accuracy 0.9197
Iteration 2638, Training loss 0.3421, Training accuracy 0.7507, Validation accuracy 0.9564
Iteration 2639, Training loss 0.0448, Training accuracy 0.9742, Validation accuracy 0.9591
Iteration 2640, Training loss 0.0877, Training accuracy 0.9328, Validation accuracy 0.9549
Iteration 2641, Training loss 0.1313, Training accuracy 0.9041, Validation accuracy 0.9486
Iteration 2642, Training loss 0.0219, Training accuracy 0.9814, Validation accuracy 0.9419
Iteration 2643, Training loss 0.0811, Training accuracy 0.9430, Validation accuracy 0.9361
Iteration 2644, Training loss 0.0322, Training accuracy 0.9723, Validation accuracy 0.9313
Iteration 2645, Training loss 0.0395, Training accuracy 0.9660, Validation accuracy 0.9277
Iteration 2646, Training loss 0.1471, Training accuracy 0.8731, Validation accuracy 0.9282
Iteration 2647, Training loss 0.0012, Training accuracy 1.0000, Validation accuracy 0.9287
Iteration 2648, Training loss 0.0243, Training accuracy 0.9793, Validation accuracy 0.9299
Iteration 2649, Training loss 0.0106, Training accuracy 0.9892, Validation accuracy 0.9316
Iteration 2650, Training loss 0.0396, Training accuracy 0.9650, Validation accuracy 0.9346
Iteration 2651, Training loss 0.0563, Training accuracy 0.9619, Validation accuracy 0.9389
